"site","station","transect","session","date","trap_type","culex","aedes","wyeomyia"
"NAN",400,400,"NAN 28","6/9/2004","co2",0,16,0
"NAN",600,400,"NAN 28","6/9/2004","co2",0,44,0
"NAN",800,400,"NAN 28","6/9/2004","co2",0,200,0
"NAN",900,400,"NAN 28","6/9/2004","co2",0,118,0
"NAN",100,600,"NAN 28","6/9/2004","co2",0,33,0
"NAN",300,600,"NAN 28","6/9/2004","co2",0,60,0
"NAN",700,600,"NAN 28","6/9/2004","co2",1,3,0
"NAN",800,600,"NAN 28","6/9/2004","co2",0,0,0
"NAN",900,600,"NAN 28","6/9/2004","co2",0,4,0
"NAN",200,800,"NAN 28","6/9/2004","co2",0,41,0
"NAN",400,800,"NAN 28","6/9/2004","co2",0,106,0
"NAN",600,800,"NAN 28","6/9/2004","co2",0,32,0
"NAN",700,800,"NAN 28","6/9/2004","co2",0,22,0
"NAN",800,800,"NAN 28","6/9/2004","co2",0,101,0
"NAN",100,0,"NAN 28","6/10/2004","co2",0,0,0
"NAN",200,0,"NAN 28","6/10/2004","co2",0,3,0
"NAN",400,0,"NAN 28","6/10/2004","co2",0,0,0
"NAN",600,0,"NAN 28","6/10/2004","co2",0,7,0
"NAN",800,0,"NAN 28","6/10/2004","co2",0,6,0
"NAN",100,200,"NAN 28","6/10/2004","co2",0,0,0
"NAN",200,200,"NAN 28","6/10/2004","co2",0,1,1
"NAN",500,200,"NAN 28","6/10/2004","co2",0,4,0
"NAN",700,200,"NAN 28","6/10/2004","co2",0,3,0
"NAN",800,200,"NAN 28","6/10/2004","co2",0,27,0
"NAN",300,400,"NAN 28","6/10/2004","co2",1,3,0
"NAN",400,400,"NAN 28","6/10/2004","co2",1,5,0
"NAN",600,400,"NAN 28","6/10/2004","co2",1,32,0
"NAN",800,400,"NAN 28","6/10/2004","co2",0,84,0
"NAN",900,400,"NAN 28","6/10/2004","co2",0,50,0
"NAN",100,600,"NAN 28","6/10/2004","co2",0,17,0
"NAN",300,600,"NAN 28","6/10/2004","co2",3,57,0
"NAN",700,600,"NAN 28","6/10/2004","co2",0,0,0
"NAN",800,600,"NAN 28","6/10/2004","co2",2,0,0
"NAN",900,600,"NAN 28","6/10/2004","co2",0,0,0
"NAN",200,800,"NAN 28","6/10/2004","co2",3,6,1
"NAN",400,800,"NAN 28","6/10/2004","co2",0,76,0
"NAN",600,800,"NAN 28","6/10/2004","co2",0,32,0
"NAN",700,800,"NAN 28","6/10/2004","co2",4,7,0
"NAN",800,800,"NAN 28","6/10/2004","co2",0,26,0
"NAN",100,0,"NAN 28","6/11/2004","co2",0,2,0
"NAN",200,0,"NAN 28","6/11/2004","co2",0,3,0
"NAN",400,0,"NAN 28","6/11/2004","co2",0,0,0
"NAN",600,0,"NAN 28","6/11/2004","co2",0,4,0
"NAN",800,0,"NAN 28","6/11/2004","co2",0,9,0
"NAN",100,200,"NAN 28","6/11/2004","co2",0,2,0
"NAN",200,200,"NAN 28","6/11/2004","co2",0,3,0
"NAN",500,200,"NAN 28","6/11/2004","co2",0,14,0
"NAN",700,200,"NAN 28","6/11/2004","co2",0,10,1
"NAN",800,200,"NAN 28","6/11/2004","co2",1,55,0
"NAN",300,400,"NAN 28","6/11/2004","co2",0,0,0
"NAN",400,400,"NAN 28","6/11/2004","co2",0,4,0
"NAN",600,400,"NAN 28","6/11/2004","co2",0,104,0
"NAN",800,400,"NAN 28","6/11/2004","co2",0,173,0
"NAN",900,400,"NAN 28","6/11/2004","co2",0,91,0
"NAN",100,600,"NAN 28","6/11/2004","co2",0,55,0
"NAN",300,600,"NAN 28","6/11/2004","co2",0,72,0
"NAN",700,600,"NAN 28","6/11/2004","co2",0,1,0
"NAN",800,600,"NAN 28","6/11/2004","co2",1,1,0
"NAN",900,600,"NAN 28","6/11/2004","co2",1,1,0
"NAN",200,800,"NAN 28","6/11/2004","co2",0,17,0
"NAN",400,800,"NAN 28","6/11/2004","co2",0,159,0
"NAN",600,800,"NAN 28","6/11/2004","co2",1,54,0
"NAN",700,800,"NAN 28","6/11/2004","co2",2,24,0
"NAN",800,800,"NAN 28","6/11/2004","co2",0,94,0
"NAN",100,0,"NAN 29","7/13/2004","co2",0,0,1
"NAN",400,0,"NAN 29","7/13/2004","co2",0,0,0
"NAN",600,0,"NAN 29","7/13/2004","co2",0,5,0
"NAN",800,0,"NAN 29","7/13/2004","co2",0,13,6
"NAN",900,0,"NAN 29","7/13/2004","co2",0,14,12
"NAN",300,400,"NAN 29","7/13/2004","co2",0,6,0
"NAN",400,400,"NAN 29","7/13/2004","co2",0,5,0
"NAN",700,400,"NAN 29","7/13/2004","co2",0,35,0
"NAN",800,400,"NAN 29","7/13/2004","co2",0,13,0
"NAN",300,600,"NAN 29","7/13/2004","co2",0,25,0
"NAN",400,600,"NAN 29","7/13/2004","co2",0,3,0
"NAN",500,600,"NAN 29","7/13/2004","co2",0,0,0
"NAN",600,600,"NAN 29","7/13/2004","co2",0,0,0
"NAN",900,600,"NAN 29","7/13/2004","co2",0,0,0
"NAN",300,800,"NAN 29","7/13/2004","co2",0,129,0
"NAN",800,800,"NAN 29","7/13/2004","co2",0,44,0
"NAN",900,800,"NAN 29","7/13/2004","co2",1,2,0
"NAN",100,0,"NAN 29","7/14/2004","co2",0,1,2
"NAN",600,0,"NAN 29","7/14/2004","co2",0,30,0
"NAN",800,0,"NAN 29","7/14/2004","co2",1,9,0
"NAN",900,0,"NAN 29","7/14/2004","co2",0,25,2
"NAN",200,200,"NAN 29","7/14/2004","co2",0,4,0
"NAN",500,200,"NAN 29","7/14/2004","co2",0,6,4
"NAN",600,200,"NAN 29","7/14/2004","co2",0,4,0
"NAN",700,200,"NAN 29","7/14/2004","co2",0,4,0
"NAN",300,400,"NAN 29","7/14/2004","co2",3,1,1
"NAN",400,400,"NAN 29","7/14/2004","co2",1,3,1
"NAN",700,400,"NAN 29","7/14/2004","co2",0,68,0
"NAN",800,400,"NAN 29","7/14/2004","co2",0,55,0
"NAN",900,400,"NAN 29","7/14/2004","co2",0,75,0
"NAN",300,600,"NAN 29","7/14/2004","co2",3,21,0
"NAN",400,600,"NAN 29","7/14/2004","co2",0,20,0
"NAN",500,600,"NAN 29","7/14/2004","co2",1,1,0
"NAN",600,600,"NAN 29","7/14/2004","co2",0,0,0
"NAN",900,600,"NAN 29","7/14/2004","co2",0,8,0
"NAN",100,800,"NAN 29","7/14/2004","co2",0,50,2
"NAN",300,800,"NAN 29","7/14/2004","co2",0,104,0
"NAN",500,800,"NAN 29","7/14/2004","co2",0,70,0
"NAN",800,800,"NAN 29","7/14/2004","co2",0,60,0
"NAN",900,800,"NAN 29","7/14/2004","co2",1,3,0
"NAN",100,0,"NAN 29","7/15/2004","co2",0,11,1
"NAN",400,0,"NAN 29","7/15/2004","co2",0,2,0
"NAN",600,0,"NAN 29","7/15/2004","co2",0,15,0
"NAN",800,0,"NAN 29","7/15/2004","co2",0,14,4
"NAN",900,0,"NAN 29","7/15/2004","co2",0,20,6
"NAN",200,200,"NAN 29","7/15/2004","co2",0,5,1
"NAN",500,200,"NAN 29","7/15/2004","co2",0,15,0
"NAN",600,200,"NAN 29","7/15/2004","co2",0,8,1
"NAN",700,200,"NAN 29","7/15/2004","co2",0,20,0
"NAN",800,200,"NAN 29","7/15/2004","co2",0,23,0
"NAN",300,400,"NAN 29","7/15/2004","co2",0,5,1
"NAN",400,400,"NAN 29","7/15/2004","co2",0,3,0
"NAN",700,400,"NAN 29","7/15/2004","co2",0,75,0
"NAN",800,400,"NAN 29","7/15/2004","co2",0,50,0
"NAN",900,400,"NAN 29","7/15/2004","co2",0,45,0
"NAN",300,600,"NAN 29","7/15/2004","co2",2,50,0
"NAN",400,600,"NAN 29","7/15/2004","co2",0,3,0
"NAN",500,600,"NAN 29","7/15/2004","co2",0,0,0
"NAN",600,600,"NAN 29","7/15/2004","co2",0,8,0
"NAN",900,600,"NAN 29","7/15/2004","co2",0,4,0
"NAN",100,800,"NAN 29","7/15/2004","co2",0,20,3
"NAN",300,800,"NAN 29","7/15/2004","co2",0,60,0
"NAN",500,800,"NAN 29","7/15/2004","co2",0,40,0
"NAN",800,800,"NAN 29","7/15/2004","co2",0,35,0
"NAN",900,800,"NAN 29","7/15/2004","co2",0,12,0
"NAN",100,0,"NAN 29","7/16/2004","co2",1,1,0
"NAN",400,0,"NAN 29","7/16/2004","co2",1,1,0
"NAN",600,0,"NAN 29","7/16/2004","co2",0,2,0
"NAN",800,0,"NAN 29","7/16/2004","co2",0,12,0
"NAN",900,0,"NAN 29","7/16/2004","co2",0,28,0
"NAN",200,200,"NAN 29","7/16/2004","co2",0,8,0
"NAN",500,200,"NAN 29","7/16/2004","co2",0,6,1
"NAN",600,200,"NAN 29","7/16/2004","co2",0,4,0
"NAN",700,200,"NAN 29","7/16/2004","co2",0,10,0
"NAN",800,200,"NAN 29","7/16/2004","co2",2,35,0
"NAN",300,400,"NAN 29","7/16/2004","co2",0,2,1
"NAN",400,400,"NAN 29","7/16/2004","co2",0,0,0
"NAN",700,400,"NAN 29","7/16/2004","co2",0,40,0
"NAN",800,400,"NAN 29","7/16/2004","co2",0,60,0
"NAN",900,400,"NAN 29","7/16/2004","co2",0,50,0
"NAN",300,600,"NAN 29","7/16/2004","co2",0,42,0
"NAN",400,600,"NAN 29","7/16/2004","co2",0,18,1
"NAN",500,600,"NAN 29","7/16/2004","co2",0,1,0
"NAN",600,600,"NAN 29","7/16/2004","co2",0,0,0
"NAN",900,600,"NAN 29","7/16/2004","co2",0,11,0
"NAN",100,800,"NAN 29","7/16/2004","co2",0,26,0
"NAN",300,800,"NAN 29","7/16/2004","co2",0,92,0
"NAN",500,800,"NAN 29","7/16/2004","co2",0,98,0
"NAN",800,800,"NAN 29","7/16/2004","co2",0,60,0
"NAN",900,800,"NAN 29","7/16/2004","co2",2,6,0
"NAN",300,200,"NAN 29","8/5/2004","co2",0,3,1
"NAN",400,200,"NAN 29","8/5/2004","co2",0,54,0
"NAN",700,200,"NAN 29","8/5/2004","co2",1,15,0
"NAN",800,200,"NAN 29","8/5/2004","co2",0,34,0
"NAN",900,200,"NAN 29","8/5/2004","co2",2,65,0
"NAN",100,800,"NAN 29","8/5/2004","co2",3,9,0
"NAN",500,800,"NAN 29","8/5/2004","co2",1,63,0
"NAN",100,0,"NAN 30","8/10/2004","co2",0,12,0
"NAN",200,0,"NAN 30","8/10/2004","co2",0,3,0
"NAN",600,0,"NAN 30","8/10/2004","co2",0,10,1
"NAN",800,0,"NAN 30","8/10/2004","co2",0,27,2
"NAN",900,0,"NAN 30","8/10/2004","co2",0,50,0
"NAN",100,200,"NAN 30","8/10/2004","co2",0,1,2
"NAN",300,200,"NAN 30","8/10/2004","co2",0,3,0
"NAN",300,200,"NAN 30","8/10/2004","co2",1,0,0
"NAN",600,200,"NAN 30","8/10/2004","co2",0,5,1
"NAN",700,200,"NAN 30","8/10/2004","co2",1,17,0
"NAN",900,200,"NAN 30","8/10/2004","co2",0,60,0
"NAN",100,400,"NAN 30","8/10/2004","co2",3,32,1
"NAN",300,400,"NAN 30","8/10/2004","co2",0,4,0
"NAN",400,400,"NAN 30","8/10/2004","co2",1,17,0
"NAN",500,400,"NAN 30","8/10/2004","co2",0,7,0
"NAN",700,400,"NAN 30","8/10/2004","co2",0,150,0
"NAN",100,600,"NAN 30","8/10/2004","co2",0,3,0
"NAN",300,600,"NAN 30","8/10/2004","co2",4,59,4
"NAN",600,600,"NAN 30","8/10/2004","co2",0,12,0
"NAN",700,600,"NAN 30","8/10/2004","co2",0,11,0
"NAN",800,600,"NAN 30","8/10/2004","co2",2,9,0
"NAN",200,800,"NAN 30","8/10/2004","co2",0,8,0
"NAN",300,800,"NAN 30","8/10/2004","co2",1,83,0
"NAN",400,800,"NAN 30","8/10/2004","co2",0,45,1
"NAN",500,800,"NAN 30","8/10/2004","co2",0,157,0
"NAN",600,800,"NAN 30","8/10/2004","co2",1,98,0
"NAN",100,0,"NAN 30","8/11/2004","co2",0,3,1
"NAN",200,0,"NAN 30","8/11/2004","co2",2,4,0
"NAN",600,0,"NAN 30","8/11/2004","co2",0,8,0
"NAN",800,0,"NAN 30","8/11/2004","co2",0,7,0
"NAN",900,0,"NAN 30","8/11/2004","co2",1,37,1
"NAN",100,200,"NAN 30","8/11/2004","co2",1,1,0
"NAN",300,200,"NAN 30","8/11/2004","co2",1,0,1
"NAN",600,200,"NAN 30","8/11/2004","co2",1,1,0
"NAN",900,200,"NAN 30","8/11/2004","co2",0,21,0
"NAN",100,400,"NAN 30","8/11/2004","co2",0,25,0
"NAN",300,400,"NAN 30","8/11/2004","co2",2,3,0
"NAN",400,400,"NAN 30","8/11/2004","co2",0,7,1
"NAN",700,400,"NAN 30","8/11/2004","co2",0,75,0
"NAN",300,600,"NAN 30","8/11/2004","co2",0,43,0
"NAN",600,600,"NAN 30","8/11/2004","co2",1,2,0
"NAN",700,600,"NAN 30","8/11/2004","co2",2,6,0
"NAN",800,600,"NAN 30","8/11/2004","co2",0,5,0
"NAN",200,800,"NAN 30","8/11/2004","co2",1,3,0
"NAN",300,800,"NAN 30","8/11/2004","co2",0,67,2
"NAN",400,800,"NAN 30","8/11/2004","co2",1,57,2
"NAN",500,800,"NAN 30","8/11/2004","co2",2,91,2
"NAN",600,800,"NAN 30","8/11/2004","co2",0,68,0
"NAN",100,0,"NAN 30","8/12/2004","co2",1,0,0
"NAN",200,0,"NAN 30","8/12/2004","co2",0,0,1
"NAN",600,0,"NAN 30","8/12/2004","co2",1,7,0
"NAN",800,0,"NAN 30","8/12/2004","co2",1,19,1
"NAN",900,0,"NAN 30","8/12/2004","co2",0,28,2
"NAN",100,200,"NAN 30","8/12/2004","co2",0,0,0
"NAN",300,200,"NAN 30","8/12/2004","co2",1,0,0
"NAN",600,200,"NAN 30","8/12/2004","co2",0,1,0
"NAN",700,200,"NAN 30","8/12/2004","co2",2,7,0
"NAN",900,200,"NAN 30","8/12/2004","co2",1,13,0
"NAN",100,400,"NAN 30","8/12/2004","co2",1,25,0
"NAN",300,400,"NAN 30","8/12/2004","co2",0,2,0
"NAN",400,400,"NAN 30","8/12/2004","co2",0,11,0
"NAN",700,400,"NAN 30","8/12/2004","co2",0,82,0
"NAN",100,600,"NAN 30","8/12/2004","co2",1,2,1
"NAN",300,600,"NAN 30","8/12/2004","co2",1,33,0
"NAN",600,600,"NAN 30","8/12/2004","co2",1,6,0
"NAN",700,600,"NAN 30","8/12/2004","co2",0,11,0
"NAN",800,600,"NAN 30","8/12/2004","co2",0,8,0
"NAN",200,800,"NAN 30","8/12/2004","co2",3,2,0
"NAN",300,800,"NAN 30","8/12/2004","co2",1,49,0
"NAN",400,800,"NAN 30","8/12/2004","co2",1,58,0
"NAN",500,800,"NAN 30","8/12/2004","co2",0,95,1
"NAN",600,800,"NAN 30","8/12/2004","co2",4,36,0
"NAN",100,0,"NAN 30","8/13/2004","co2",0,0,0
"NAN",300,0,"NAN 30","8/13/2004","co2",1,8,0
"NAN",600,0,"NAN 30","8/13/2004","co2",0,5,0
"NAN",800,0,"NAN 30","8/13/2004","co2",1,9,0
"NAN",900,0,"NAN 30","8/13/2004","co2",0,17,1
"NAN",100,200,"NAN 30","8/13/2004","co2",0,0,0
"NAN",300,200,"NAN 30","8/13/2004","co2",0,0,0
"NAN",600,200,"NAN 30","8/13/2004","co2",0,0,0
"NAN",700,200,"NAN 30","8/13/2004","co2",2,10,0
"NAN",900,200,"NAN 30","8/13/2004","co2",0,70,0
"NAN",100,400,"NAN 30","8/13/2004","co2",1,16,0
"NAN",300,400,"NAN 30","8/13/2004","co2",1,1,0
"NAN",400,400,"NAN 30","8/13/2004","co2",1,0,0
"NAN",500,400,"NAN 30","8/13/2004","co2",0,0,0
"NAN",700,400,"NAN 30","8/13/2004","co2",1,63,0
"NAN",100,600,"NAN 30","8/13/2004","co2",0,10,4
"NAN",300,600,"NAN 30","8/13/2004","co2",1,38,0
"NAN",600,600,"NAN 30","8/13/2004","co2",1,0,0
"NAN",700,600,"NAN 30","8/13/2004","co2",0,4,0
"NAN",800,600,"NAN 30","8/13/2004","co2",0,0,0
"NAN",200,800,"NAN 30","8/13/2004","co2",3,1,0
"NAN",300,800,"NAN 30","8/13/2004","co2",0,77,1
"NAN",400,800,"NAN 30","8/13/2004","co2",3,44,0
"NAN",500,800,"NAN 30","8/13/2004","co2",5,78,2
"NAN",600,800,"NAN 30","8/13/2004","co2",1,43,0
"NAN",200,0,"NAN 31","9/7/2004","co2",0,3,1
"NAN",300,0,"NAN 31","9/7/2004","co2",0,5,2
"NAN",600,0,"NAN 31","9/7/2004","co2",0,5,1
"NAN",100,200,"NAN 31","9/7/2004","co2",1,1,0
"NAN",200,200,"NAN 31","9/7/2004","co2",0,1,0
"NAN",300,200,"NAN 31","9/7/2004","co2",0,0,1
"NAN",400,200,"NAN 31","9/7/2004","co2",0,11,1
"NAN",700,200,"NAN 31","9/7/2004","co2",94,0,0
"NAN",200,400,"NAN 31","9/7/2004","co2",0,5,0
"NAN",400,400,"NAN 31","9/7/2004","co2",0,7,0
"NAN",500,400,"NAN 31","9/7/2004","co2",0,0,0
"NAN",600,400,"NAN 31","9/7/2004","co2",0,46,0
"NAN",700,400,"NAN 31","9/7/2004","co2",0,69,0
"NAN",200,600,"NAN 31","9/7/2004","co2",0,0,0
"NAN",300,600,"NAN 31","9/7/2004","co2",3,40,1
"NAN",600,600,"NAN 31","9/7/2004","co2",0,2,0
"NAN",700,600,"NAN 31","9/7/2004","co2",0,1,0
"NAN",900,600,"NAN 31","9/7/2004","co2",0,4,0
"NAN",200,800,"NAN 31","9/7/2004","co2",1,3,0
"NAN",500,800,"NAN 31","9/7/2004","co2",0,165,1
"NAN",600,800,"NAN 31","9/7/2004","co2",0,83,0
"NAN",800,800,"NAN 31","9/7/2004","co2",1,53,0
"NAN",900,800,"NAN 31","9/7/2004","co2",1,1,0
"NAN",200,0,"NAN 31","9/8/2004","co2",0,0,0
"NAN",300,0,"NAN 31","9/8/2004","co2",0,0,1
"NAN",500,0,"NAN 31","9/8/2004","co2",0,0,2
"NAN",600,0,"NAN 31","9/8/2004","co2",1,0,1
"NAN",800,0,"NAN 31","9/8/2004","co2",1,3,5
"NAN",100,200,"NAN 31","9/8/2004","co2",1,0,0
"NAN",200,200,"NAN 31","9/8/2004","co2",0,0,2
"NAN",300,200,"NAN 31","9/8/2004","co2",1,1,0
"NAN",400,200,"NAN 31","9/8/2004","co2",0,5,3
"NAN",700,200,"NAN 31","9/8/2004","co2",1,13,0
"NAN",200,400,"NAN 31","9/8/2004","co2",0,9,0
"NAN",400,400,"NAN 31","9/8/2004","co2",0,5,0
"NAN",500,400,"NAN 31","9/8/2004","co2",0,3,0
"NAN",600,400,"NAN 31","9/8/2004","co2",0,32,0
"NAN",700,400,"NAN 31","9/8/2004","co2",1,30,0
"NAN",200,600,"NAN 31","9/8/2004","co2",1,0,3
"NAN",300,600,"NAN 31","9/8/2004","co2",0,26,2
"NAN",600,600,"NAN 31","9/8/2004","co2",2,2,0
"NAN",700,600,"NAN 31","9/8/2004","co2",0,3,0
"NAN",900,600,"NAN 31","9/8/2004","co2",0,2,0
"NAN",200,800,"NAN 31","9/8/2004","co2",3,4,0
"NAN",500,800,"NAN 31","9/8/2004","co2",0,136,0
"NAN",600,800,"NAN 31","9/8/2004","co2",0,31,0
"NAN",800,800,"NAN 31","9/8/2004","co2",0,34,0
"NAN",900,800,"NAN 31","9/8/2004","co2",0,5,0
"NAN",200,0,"NAN 31","9/9/2004","co2",0,1,3
"NAN",300,0,"NAN 31","9/9/2004","co2",0,0,4
"NAN",500,0,"NAN 31","9/9/2004","co2",0,0,4
"NAN",600,0,"NAN 31","9/9/2004","co2",1,1,0
"NAN",800,0,"NAN 31","9/9/2004","co2",1,2,4
"NAN",100,200,"NAN 31","9/9/2004","co2",0,0,0
"NAN",200,200,"NAN 31","9/9/2004","co2",0,0,0
"NAN",300,200,"NAN 31","9/9/2004","co2",2,0,1
"NAN",400,200,"NAN 31","9/9/2004","co2",0,4,0
"NAN",700,200,"NAN 31","9/9/2004","co2",1,15,0
"NAN",200,400,"NAN 31","9/9/2004","co2",0,10,0
"NAN",400,400,"NAN 31","9/9/2004","co2",0,4,0
"NAN",500,400,"NAN 31","9/9/2004","co2",0,3,0
"NAN",700,400,"NAN 31","9/9/2004","co2",1,16,0
"NAN",300,600,"NAN 31","9/9/2004","co2",0,30,2
"NAN",600,600,"NAN 31","9/9/2004","co2",0,1,0
"NAN",900,600,"NAN 31","9/9/2004","co2",0,2,0
"NAN",200,800,"NAN 31","9/9/2004","co2",3,8,0
"NAN",500,800,"NAN 31","9/9/2004","co2",5,120,0
"NAN",600,800,"NAN 31","9/9/2004","co2",0,22,0
"NAN",800,800,"NAN 31","9/9/2004","co2",0,44,0
"NAN",900,800,"NAN 31","9/9/2004","co2",2,1,1
"NAN",200,0,"NAN 31","9/10/2004","co2",0,0,0
"NAN",300,0,"NAN 31","9/10/2004","co2",1,1,6
"NAN",500,0,"NAN 31","9/10/2004","co2",0,0,8
"NAN",600,0,"NAN 31","9/10/2004","co2",0,1,0
"NAN",100,200,"NAN 31","9/10/2004","co2",0,0,0
"NAN",200,200,"NAN 31","9/10/2004","co2",1,1,0
"NAN",300,200,"NAN 31","9/10/2004","co2",0,0,1
"NAN",400,200,"NAN 31","9/10/2004","co2",0,2,3
"NAN",700,200,"NAN 31","9/10/2004","co2",0,12,2
"NAN",200,400,"NAN 31","9/10/2004","co2",0,4,2
"NAN",400,400,"NAN 31","9/10/2004","co2",0,3,0
"NAN",500,400,"NAN 31","9/10/2004","co2",0,2,0
"NAN",600,400,"NAN 31","9/10/2004","co2",0,35,0
"NAN",700,400,"NAN 31","9/10/2004","co2",0,15,1
"NAN",200,600,"NAN 31","9/10/2004","co2",0,0,2
"NAN",600,600,"NAN 31","9/10/2004","co2",0,2,0
"NAN",700,600,"NAN 31","9/10/2004","co2",0,0,0
"NAN",900,600,"NAN 31","9/10/2004","co2",0,1,0
"NAN",200,800,"NAN 31","9/10/2004","co2",1,11,0
"NAN",500,800,"NAN 31","9/10/2004","co2",0,81,0
"NAN",600,800,"NAN 31","9/10/2004","co2",0,21,0
"NAN",800,800,"NAN 31","9/10/2004","co2",0,20,0
"NAN",900,800,"NAN 31","9/10/2004","co2",2,4,0
"NAN",100,0,"NAN 32","10/5/2004","co2",0,0,0
"NAN",300,0,"NAN 32","10/5/2004","co2",0,0,0
"NAN",400,0,"NAN 32","10/5/2004","co2",1,0,0
"NAN",700,0,"NAN 32","10/5/2004","co2",0,0,0
"NAN",900,0,"NAN 32","10/5/2004","co2",0,4,2
"NAN",400,200,"NAN 32","10/5/2004","co2",2,5,0
"NAN",500,200,"NAN 32","10/5/2004","co2",0,1,2
"NAN",600,200,"NAN 32","10/5/2004","co2",0,0,0
"NAN",700,200,"NAN 32","10/5/2004","co2",1,3,0
"NAN",800,200,"NAN 32","10/5/2004","co2",1,21,0
"NAN",200,400,"NAN 32","10/5/2004","co2",0,4,0
"NAN",400,400,"NAN 32","10/5/2004","co2",0,3,1
"NAN",600,400,"NAN 32","10/5/2004","co2",0,12,0
"NAN",800,400,"NAN 32","10/5/2004","co2",0,30,12
"NAN",900,400,"NAN 32","10/5/2004","co2",0,30,0
"NAN",100,600,"NAN 32","10/5/2004","co2",0,14,5
"NAN",200,600,"NAN 32","10/5/2004","co2",1,0,2
"NAN",300,600,"NAN 32","10/5/2004","co2",0,6,0
"NAN",500,600,"NAN 32","10/5/2004","co2",0,0,0
"NAN",900,600,"NAN 32","10/5/2004","co2",0,2,0
"NAN",100,800,"NAN 32","10/5/2004","co2",0,19,0
"NAN",300,800,"NAN 32","10/5/2004","co2",0,53,1
"NAN",400,800,"NAN 32","10/5/2004","co2",0,43,5
"NAN",500,800,"NAN 32","10/5/2004","co2",0,75,2
"NAN",900,800,"NAN 32","10/5/2004","co2",0,5,2
"NAN",100,0,"NAN 32","10/6/2004","co2",0,0,0
"NAN",300,0,"NAN 32","10/6/2004","co2",0,2,0
"NAN",400,0,"NAN 32","10/6/2004","co2",0,0,0
"NAN",700,0,"NAN 32","10/6/2004","co2",0,0,0
"NAN",900,0,"NAN 32","10/6/2004","co2",0,13,1
"NAN",400,200,"NAN 32","10/6/2004","co2",2,2,1
"NAN",500,200,"NAN 32","10/6/2004","co2",0,0,0
"NAN",600,200,"NAN 32","10/6/2004","co2",0,0,0
"NAN",700,200,"NAN 32","10/6/2004","co2",0,1,0
"NAN",800,200,"NAN 32","10/6/2004","co2",0,47,0
"NAN",200,400,"NAN 32","10/6/2004","co2",0,5,0
"NAN",400,400,"NAN 32","10/6/2004","co2",0,3,0
"NAN",600,400,"NAN 32","10/6/2004","co2",0,27,0
"NAN",800,400,"NAN 32","10/6/2004","co2",0,130,0
"NAN",900,400,"NAN 32","10/6/2004","co2",0,52,0
"NAN",100,600,"NAN 32","10/6/2004","co2",0,8,7
"NAN",200,600,"NAN 32","10/6/2004","co2",0,4,1
"NAN",300,600,"NAN 32","10/6/2004","co2",1,25,0
"NAN",500,600,"NAN 32","10/6/2004","co2",0,4,0
"NAN",900,600,"NAN 32","10/6/2004","co2",0,0,0
"NAN",100,800,"NAN 32","10/6/2004","co2",0,12,0
"NAN",300,800,"NAN 32","10/6/2004","co2",0,63,2
"NAN",400,800,"NAN 32","10/6/2004","co2",0,34,0
"NAN",500,800,"NAN 32","10/6/2004","co2",0,116,0
"NAN",900,800,"NAN 32","10/6/2004","co2",0,2,0
"NAN",300,0,"NAN 32","10/7/2004","co2",0,0,0
"NAN",400,0,"NAN 32","10/7/2004","co2",0,0,0
"NAN",600,0,"NAN 32","10/7/2004","co2",0,0,0
"NAN",900,0,"NAN 32","10/7/2004","co2",0,11,6
"NAN",400,200,"NAN 32","10/7/2004","co2",0,5,1
"NAN",500,200,"NAN 32","10/7/2004","co2",1,9,2
"NAN",600,200,"NAN 32","10/7/2004","co2",1,3,0
"NAN",700,200,"NAN 32","10/7/2004","co2",0,4,1
"NAN",800,200,"NAN 32","10/7/2004","co2",0,46,2
"NAN",200,400,"NAN 32","10/7/2004","co2",0,1,0
"NAN",400,400,"NAN 32","10/7/2004","co2",0,6,0
"NAN",600,400,"NAN 32","10/7/2004","co2",0,17,0
"NAN",800,400,"NAN 32","10/7/2004","co2",0,125,0
"NAN",900,400,"NAN 32","10/7/2004","co2",0,34,0
"NAN",100,600,"NAN 32","10/7/2004","co2",0,11,4
"NAN",200,600,"NAN 32","10/7/2004","co2",0,3,0
"NAN",300,600,"NAN 32","10/7/2004","co2",0,18,0
"NAN",500,600,"NAN 32","10/7/2004","co2",0,3,0
"NAN",900,600,"NAN 32","10/7/2004","co2",0,1,0
"NAN",100,800,"NAN 32","10/7/2004","co2",0,18,2
"NAN",300,800,"NAN 32","10/7/2004","co2",0,71,0
"NAN",400,800,"NAN 32","10/7/2004","co2",0,28,1
"NAN",500,800,"NAN 32","10/7/2004","co2",0,71,0
"NAN",900,800,"NAN 32","10/7/2004","co2",1,7,1
"NAN",100,0,"NAN 32","10/8/2004","co2",2,3,0
"NAN",300,0,"NAN 32","10/8/2004","co2",0,0,3
"NAN",400,0,"NAN 32","10/8/2004","co2",2,0,0
"NAN",700,0,"NAN 32","10/8/2004","co2",0,0,0
"NAN",900,0,"NAN 32","10/8/2004","co2",11,13,0
"NAN",400,200,"NAN 32","10/8/2004","co2",0,0,0
"NAN",500,200,"NAN 32","10/8/2004","co2",0,0,0
"NAN",600,200,"NAN 32","10/8/2004","co2",0,0,0
"NAN",700,200,"NAN 32","10/8/2004","co2",0,9,0
"NAN",900,200,"NAN 32","10/8/2004","co2",0,51,0
"NAN",200,400,"NAN 32","10/8/2004","co2",1,1,1
