site,location,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,preciplag3,tmean,tmeanlag1,tmeanlag2,tmeanlag3,tmax,tmaxlag1,tmaxlag2,tmaxlag3,tmin,tminlag1,tminlag2,tminlag3
BRY,s9,gravid,0,900,2002,10,fall,dry,-154.9340034,19.4539657,0,0,296.9,169.66,139,176,314,148,22.28,21.98,22.61,22.17,26.67,26.23,26.82,25.95,17.88,17.73,18.39,18.39
BRY,s11,gravid,200,200,2002,10,fall,dry,-154.9320334,19.44769557,0,0,302.1,513.52,134,169,308,144,22.33,22.04,22.66,22.23,26.72,26.29,26.88,26.01,17.93,17.78,18.44,18.44
BRY,s12,gravid,200,300,2002,10,fall,dry,-154.9320062,19.44856707,0,0,298.52,519.83,134,169,308,144,22.33,22.04,22.66,22.23,26.72,26.29,26.88,26.01,17.93,17.78,18.44,18.44
BRY,s13,gravid,200,400,2002,10,fall,dry,-154.9320509,19.44949421,0,0,299.34,451.37,134,169,308,144,22.33,22.04,22.66,22.23,26.72,26.29,26.88,26.01,17.93,17.78,18.44,18.44
BRY,s14,gravid,200,500,2002,10,fall,dry,-154.9320946,19.45039987,0,0,301.2,399.15,137,172,311,145,22.3,22.01,22.63,22.2,26.7,26.26,26.85,25.98,17.9,17.75,18.41,18.41
BRY,s18,gravid,200,900,2002,10,fall,dry,-154.9321566,19.45403056,0,0,291,175.68,139,176,314,147,22.33,22.04,22.66,22.23,26.72,26.27,26.86,25.99,17.94,17.8,18.46,18.46
BRY,s19,gravid,400,100,2002,10,fall,dry,-154.9301096,19.44682578,0,0,293.57,701.84,131,165,305,141,22.39,22.11,22.72,22.3,26.78,26.35,26.93,26.07,18,17.86,18.51,18.52
BRY,s20,gravid,400,200,2002,10,fall,dry,-154.9301249,19.44772565,0,0,299.07,714.58,134,168,308,143,22.36,22.06,22.68,22.25,26.75,26.31,26.89,26.03,17.96,17.81,18.47,18.47
BRY,s21,gravid,400,300,2002,10,fall,dry,-154.930141,19.44866823,0,0,294.63,670.46,134,168,308,143,22.36,22.06,22.68,22.25,26.75,26.31,26.89,26.03,17.96,17.81,18.47,18.47
BRY,s23,gravid,400,500,2002,10,fall,dry,-154.9301332,19.45042979,1,1,293.16,540.33,137,172,311,145,22.35,22.06,22.68,22.25,26.74,26.3,26.88,26.02,17.96,17.82,18.48,18.48
BRY,s26,gravid,400,800,2002,10,fall,dry,-154.9301651,19.45312529,0,0,288.45,241.29,140,175,314,147,22.36,22.08,22.69,22.27,26.74,26.3,26.88,26.02,17.98,17.85,18.5,18.51
BRY,s28,gravid,600,100,2002,10,fall,dry,-154.9282531,19.44685457,0,0,281.32,642.94,131,165,305,141,22.48,22.19,22.81,22.38,26.85,26.41,26.99,26.12,18.11,17.97,18.62,18.63
BRY,s31,gravid,600,400,2002,10,fall,dry,-154.9282039,19.44955224,4,1,280.37,628.48,134,168,308,143,22.4,22.12,22.73,22.3,26.78,26.35,26.93,26.06,18.02,17.88,18.53,18.53
BRY,s33,gravid,600,600,2002,10,fall,dry,-154.9282589,19.4513514,0,0,279.72,429.04,137,171,311,145,22.44,22.15,22.77,22.33,26.8,26.36,26.94,26.07,18.07,17.93,18.59,18.59
BRY,s34,gravid,600,700,2002,10,fall,dry,-154.9282784,19.45222004,0,0,279.66,332.72,140,174,314,147,22.42,22.13,22.75,22.32,26.79,26.34,26.91,26.05,18.05,17.92,18.58,18.58
BRY,s35,gravid,600,800,2002,10,fall,dry,-154.9282655,19.4531511,0,0,279.71,229.31,140,174,314,147,22.43,22.13,22.75,22.32,26.79,26.34,26.92,26.05,18.06,17.92,18.58,18.58
BRY,s38,gravid,800,200,2002,10,fall,dry,-154.9263179,19.44776895,0,0,275.91,569.69,135,167,308,143,22.49,22.2,22.81,22.39,26.85,26.41,26.98,26.12,18.12,17.99,18.64,18.65
BRY,s39,gravid,800,300,2002,10,fall,dry,-154.9263322,19.4486997,0,0,275.39,639.85,135,167,308,143,22.49,22.2,22.81,22.39,26.85,26.41,26.98,26.12,18.12,17.99,18.64,18.65
BRY,s43,gravid,800,700,2002,10,fall,dry,-154.9263267,19.45226789,0,0,273.86,318.04,140,174,314,146,22.45,22.16,22.77,22.35,26.81,26.36,26.93,26.07,18.09,17.96,18.61,18.62
BRY,s44,gravid,800,800,2002,10,fall,dry,-154.9263703,19.45316688,1,1,275.08,218.46,140,174,314,146,22.45,22.16,22.77,22.35,26.81,26.36,26.93,26.07,18.09,17.96,18.61,18.62
BRY,s45,gravid,800,900,2002,10,fall,dry,-154.9264148,19.45408263,0,0,274.59,117.03,140,174,314,146,22.45,22.16,22.77,22.35,26.81,26.36,26.93,26.07,18.09,17.96,18.61,18.62
BRY,s2,gravid,0,200,2002,11,fall,wet,-154.9339391,19.44771195,1,1,311.92,312.67,59,134,170,308,21.22,22.26,21.96,22.59,26.1,26.67,26.23,26.83,16.33,17.84,17.69,18.34
BRY,s4,gravid,0,400,2002,11,fall,wet,-154.9339791,19.44951145,0,0,309.46,303.99,59,134,170,308,21.22,22.26,21.96,22.59,26.1,26.67,26.23,26.83,16.33,17.84,17.69,18.34
BRY,s6,gravid,0,600,2002,11,fall,wet,-154.934019,19.45131096,0,0,308.17,173.68,60,137,173,311,21.22,22.25,21.96,22.59,26.1,26.66,26.22,26.82,16.34,17.84,17.7,18.35
BRY,s7,gravid,0,700,2002,11,fall,wet,-154.9340494,19.45223084,0,0,305.79,157.81,60,139,176,314,21.24,22.27,21.98,22.61,26.11,26.67,26.23,26.82,16.37,17.87,17.73,18.39
BRY,s8,gravid,0,800,2002,11,fall,wet,-154.9340261,19.45311022,0,0,302.37,152.23,60,139,176,314,21.24,22.28,21.98,22.61,26.11,26.67,26.23,26.82,16.37,17.88,17.73,18.39
BRY,s11,gravid,200,200,2002,11,fall,wet,-154.9320334,19.44769557,0,0,302.1,513.52,59,134,169,308,21.29,22.33,22.04,22.66,26.16,26.72,26.29,26.88,16.42,17.93,17.78,18.44
BRY,s12,gravid,200,300,2002,11,fall,wet,-154.9320062,19.44856707,0,0,298.52,519.83,59,134,169,308,21.29,22.33,22.04,22.66,26.16,26.72,26.29,26.88,16.42,17.93,17.78,18.44
BRY,s13,gravid,200,400,2002,11,fall,wet,-154.9320509,19.44949421,1,1,299.34,451.37,59,134,169,308,21.29,22.33,22.04,22.66,26.16,26.72,26.29,26.88,16.42,17.93,17.78,18.44
BRY,s14,gravid,200,500,2002,11,fall,wet,-154.9320946,19.45039987,0,0,301.2,399.15,59,137,172,311,21.26,22.3,22.01,22.63,26.13,26.7,26.26,26.85,16.39,17.9,17.75,18.41
BRY,s15,gravid,200,600,2002,11,fall,wet,-154.9320956,19.45129325,0,0,300.98,372.34,59,137,172,311,21.27,22.3,22.01,22.63,26.14,26.7,26.26,26.85,16.39,17.9,17.75,18.41
BRY,s18,gravid,200,900,2002,11,fall,wet,-154.9321566,19.45403056,0,0,291,175.68,60,139,176,314,21.3,22.33,22.04,22.66,26.15,26.72,26.27,26.86,16.44,17.94,17.8,18.46
BRY,s19,gravid,400,100,2002,11,fall,wet,-154.9301096,19.44682578,0,0,293.57,701.84,58,131,165,305,21.36,22.39,22.11,22.72,26.22,26.78,26.35,26.93,16.49,18,17.86,18.51
BRY,s21,gravid,400,300,2002,11,fall,wet,-154.930141,19.44866823,1,1,294.63,670.46,59,134,168,308,21.32,22.36,22.06,22.68,26.18,26.75,26.31,26.89,16.45,17.96,17.81,18.47
BRY,s22,gravid,400,400,2002,11,fall,wet,-154.9301372,19.44952551,0,0,292.15,627.04,59,134,168,308,21.32,22.36,22.07,22.68,26.18,26.75,26.31,26.89,16.45,17.96,17.82,18.47
BRY,s23,gravid,400,500,2002,11,fall,wet,-154.9301332,19.45042979,2,1,293.16,540.33,59,137,172,311,21.32,22.35,22.06,22.68,26.18,26.74,26.3,26.88,16.46,17.96,17.82,18.48
BRY,s24,gravid,400,600,2002,11,fall,wet,-154.9301438,19.45132542,0,0,292.91,440.97,59,137,172,311,21.32,22.35,22.07,22.68,26.18,26.74,26.3,26.88,16.46,17.96,17.83,18.48
BRY,s28,gravid,600,100,2002,11,fall,wet,-154.9282531,19.44685457,0,0,281.32,642.94,58,131,165,305,21.45,22.48,22.19,22.81,26.29,26.85,26.41,26.99,16.6,18.11,17.97,18.62
BRY,s29,gravid,600,200,2002,11,fall,wet,-154.9282121,19.44775372,0,0,289.57,701.61,59,134,168,308,21.37,22.4,22.11,22.73,26.22,26.78,26.34,26.92,16.51,18.01,17.88,18.53
BRY,s31,gravid,600,400,2002,11,fall,wet,-154.9282039,19.44955224,6,1,280.37,628.48,59,134,168,308,21.37,22.4,22.12,22.73,26.22,26.78,26.35,26.93,16.51,18.02,17.88,18.53
BRY,s33,gravid,600,600,2002,11,fall,wet,-154.9282589,19.4513514,0,0,279.72,429.04,59,137,171,311,21.4,22.44,22.15,22.77,26.24,26.8,26.36,26.94,16.56,18.07,17.93,18.59
BRY,s34,gravid,600,700,2002,11,fall,wet,-154.9282784,19.45222004,1,1,279.66,332.72,60,140,174,314,21.4,22.42,22.13,22.75,26.23,26.79,26.34,26.91,16.56,18.05,17.92,18.58
BRY,s38,gravid,800,200,2002,11,fall,wet,-154.9263179,19.44776895,0,0,275.91,569.69,59,135,167,308,21.45,22.49,22.2,22.81,26.29,26.85,26.41,26.98,16.61,18.12,17.99,18.64
BRY,s39,gravid,800,300,2002,11,fall,wet,-154.9263322,19.4486997,0,0,275.39,639.85,59,135,167,308,21.45,22.49,22.2,22.81,26.29,26.85,26.41,26.98,16.61,18.12,17.99,18.64
BRY,s43,gravid,800,700,2002,11,fall,wet,-154.9263267,19.45226789,0,0,273.86,318.04,60,140,174,314,21.42,22.45,22.16,22.77,26.25,26.81,26.36,26.93,16.59,18.09,17.96,18.61
BRY,s44,gravid,800,800,2002,11,fall,wet,-154.9263703,19.45316688,0,0,275.08,218.46,60,140,174,314,21.42,22.45,22.16,22.77,26.25,26.81,26.36,26.93,16.59,18.09,17.96,18.61
BRY,s45,gravid,800,900,2002,11,fall,wet,-154.9264148,19.45408263,0,0,274.59,117.03,60,140,174,314,21.42,22.45,22.16,22.77,26.25,26.81,26.36,26.93,16.59,18.09,17.96,18.61
BRY,s1,gravid,0,100,2002,12,winter,wet,-154.933909,19.44681241,0,0,314.62,321.5,241,59,132,167,19.67,21.21,22.25,21.96,23.84,26.1,26.67,26.24,15.5,16.31,17.82,17.67
BRY,s2,gravid,0,200,2002,12,winter,wet,-154.9339391,19.44771195,0,0,311.92,312.67,244,59,134,170,19.69,21.22,22.26,21.96,23.85,26.1,26.67,26.23,15.52,16.33,17.84,17.69
BRY,s5,gravid,0,500,2002,12,winter,wet,-154.9339901,19.45043386,0,0,309.16,225.5,247,60,137,173,19.69,21.22,22.25,21.96,23.85,26.1,26.66,26.22,15.53,16.34,17.84,17.7
BRY,s6,gravid,0,600,2002,12,winter,wet,-154.934019,19.45131096,0,0,308.17,173.68,247,60,137,173,19.69,21.22,22.25,21.96,23.85,26.1,26.66,26.22,15.53,16.34,17.84,17.7
BRY,s9,gravid,0,900,2002,12,winter,wet,-154.9340034,19.4539657,0,0,296.9,169.66,251,60,139,176,19.72,21.24,22.28,21.98,23.87,26.11,26.67,26.23,15.57,16.37,17.88,17.73
BRY,s10,gravid,200,100,2002,12,winter,wet,-154.9320614,19.44679597,0,0,303.58,515.83,240,59,132,166,19.74,21.28,22.32,22.03,23.89,26.16,26.72,26.29,15.59,16.39,17.91,17.76
BRY,s11,gravid,200,200,2002,12,winter,wet,-154.9320334,19.44769557,0,0,302.1,513.52,244,59,134,169,19.76,21.29,22.33,22.04,23.9,26.16,26.72,26.29,15.61,16.42,17.93,17.78
BRY,s14,gravid,200,500,2002,12,winter,wet,-154.9320946,19.45039987,0,0,301.2,399.15,247,59,137,172,19.74,21.26,22.3,22.01,23.89,26.13,26.7,26.26,15.59,16.39,17.9,17.75
BRY,s17,gravid,200,800,2002,12,winter,wet,-154.9321261,19.45309281,0,0,293.88,279.93,250,60,139,176,19.78,21.3,22.33,22.04,23.91,26.15,26.72,26.27,15.64,16.44,17.94,17.8
BRY,s18,gravid,200,900,2002,12,winter,wet,-154.9321566,19.45403056,0,0,291,175.68,250,60,139,176,19.78,21.3,22.33,22.04,23.91,26.15,26.72,26.27,15.64,16.44,17.94,17.8
BRY,s19,gravid,400,100,2002,12,winter,wet,-154.9301096,19.44682578,0,0,293.57,701.84,240,58,131,165,19.82,21.36,22.39,22.11,23.95,26.22,26.78,26.35,15.69,16.49,18,17.86
BRY,s21,gravid,400,300,2002,12,winter,wet,-154.930141,19.44866823,0,0,294.63,670.46,243,59,134,168,19.78,21.32,22.36,22.06,23.92,26.18,26.75,26.31,15.64,16.45,17.96,17.81
BRY,s22,gravid,400,400,2002,12,winter,wet,-154.9301372,19.44952551,0,0,292.15,627.04,243,59,134,168,19.78,21.32,22.36,22.07,23.92,26.18,26.75,26.31,15.64,16.45,17.96,17.82
BRY,s23,gravid,400,500,2002,12,winter,wet,-154.9301332,19.45042979,0,0,293.16,540.33,247,59,137,172,19.79,21.32,22.35,22.06,23.92,26.18,26.74,26.3,15.66,16.46,17.96,17.82
BRY,s25,gravid,400,700,2002,12,winter,wet,-154.9301545,19.45222718,0,0,291.05,340.93,250,60,140,175,19.81,21.33,22.36,22.07,23.93,26.18,26.74,26.3,15.68,16.48,17.98,17.84
BRY,s26,gravid,400,800,2002,12,winter,wet,-154.9301651,19.45312529,0,0,288.45,241.29,250,60,140,175,19.81,21.33,22.36,22.08,23.93,26.18,26.74,26.3,15.68,16.48,17.98,17.85
BRY,s28,gravid,600,100,2002,12,winter,wet,-154.9282531,19.44685457,0,0,281.32,642.94,239,58,131,165,19.9,21.45,22.48,22.19,24.01,26.29,26.85,26.41,15.79,16.6,18.11,17.97
BRY,s29,gravid,600,200,2002,12,winter,wet,-154.9282121,19.44775372,0,0,289.57,701.61,243,59,134,168,19.83,21.37,22.4,22.11,23.96,26.22,26.78,26.34,15.7,16.51,18.01,17.88
BRY,s30,gravid,600,300,2002,12,winter,wet,-154.9281699,19.44868017,0,0,286.94,725.11,243,59,134,168,19.83,21.37,22.4,22.11,23.96,26.22,26.78,26.34,15.7,16.51,18.01,17.88
BRY,s32,gravid,600,500,2002,12,winter,wet,-154.9282382,19.45043189,0,0,279.56,531,246,59,137,171,19.87,21.4,22.44,22.15,23.98,26.24,26.8,26.36,15.76,16.56,18.07,17.93
BRY,s35,gravid,600,800,2002,12,winter,wet,-154.9282655,19.4531511,0,0,279.71,229.31,249,60,140,174,19.87,21.4,22.43,22.13,23.98,26.23,26.79,26.34,15.75,16.56,18.06,17.92
BRY,s40,gravid,800,400,2002,12,winter,wet,-154.9263517,19.44956863,0,0,273.04,596.38,242,59,135,167,19.92,21.45,22.49,22.2,24.02,26.29,26.85,26.41,15.81,16.61,18.12,17.99
BRY,s41,gravid,800,500,2002,12,winter,wet,-154.9263725,19.45049689,0,0,273.45,514.84,245,59,137,171,19.9,21.44,22.47,22.18,24,26.27,26.83,26.38,15.8,16.6,18.1,17.97
BRY,s42,gravid,800,600,2002,12,winter,wet,-154.92635,19.45136813,1,1,274.21,418.02,245,59,137,171,19.9,21.44,22.47,22.18,24,26.27,26.83,26.38,15.8,16.6,18.1,17.97
BRY,s43,gravid,800,700,2002,12,winter,wet,-154.9263267,19.45226789,0,0,273.86,318.04,249,60,140,174,19.89,21.42,22.45,22.16,24,26.25,26.81,26.36,15.78,16.59,18.09,17.96
BRY,s45,gravid,800,900,2002,12,winter,wet,-154.9264148,19.45408263,0,0,274.59,117.03,249,60,140,174,19.9,21.42,22.45,22.16,24,26.25,26.81,26.36,15.79,16.59,18.09,17.96
BRY,s1,gravid,0,100,2003,1,winter,wet,-154.933909,19.44681241,0,0,314.62,321.5,79,241,59,132,19.4,19.67,21.21,22.25,24.34,23.84,26.1,26.67,14.46,15.5,16.31,17.82
BRY,s3,gravid,0,300,2003,1,winter,wet,-154.933968,19.44857326,0,0,309.54,321.22,79,244,59,134,19.42,19.69,21.22,22.26,24.35,23.85,26.1,26.67,14.48,15.52,16.33,17.84
BRY,s5,gravid,0,500,2003,1,winter,wet,-154.9339901,19.45043386,0,0,309.16,225.5,79,247,60,137,19.43,19.69,21.22,22.25,24.36,23.85,26.1,26.66,14.49,15.53,16.34,17.84
BRY,s6,gravid,0,600,2003,1,winter,wet,-154.934019,19.45131096,0,0,308.17,173.68,79,247,60,137,19.43,19.69,21.22,22.25,24.36,23.85,26.1,26.66,14.49,15.53,16.34,17.84
BRY,s9,gravid,0,900,2003,1,winter,wet,-154.9340034,19.4539657,0,0,296.9,169.66,79,251,60,139,19.46,19.72,21.24,22.28,24.39,23.87,26.11,26.67,14.53,15.57,16.37,17.88
BRY,s10,gravid,200,100,2003,1,winter,wet,-154.9320614,19.44679597,0,0,303.58,515.83,78,240,59,132,19.47,19.74,21.28,22.32,24.39,23.89,26.16,26.72,14.54,15.59,16.39,17.91
BRY,s11,gravid,200,200,2003,1,winter,wet,-154.9320334,19.44769557,0,0,302.1,513.52,79,244,59,134,19.49,19.76,21.29,22.33,24.41,23.9,26.16,26.72,14.57,15.61,16.42,17.93
BRY,s12,gravid,200,300,2003,1,winter,wet,-154.9320062,19.44856707,0,0,298.52,519.83,79,244,59,134,19.49,19.76,21.29,22.33,24.41,23.9,26.16,26.72,14.57,15.61,16.42,17.93
BRY,s13,gravid,200,400,2003,1,winter,wet,-154.9320509,19.44949421,0,0,299.34,451.37,79,244,59,134,19.49,19.76,21.29,22.33,24.41,23.9,26.16,26.72,14.57,15.61,16.42,17.93
BRY,s14,gravid,200,500,2003,1,winter,wet,-154.9320946,19.45039987,0,0,301.2,399.15,79,247,59,137,19.48,19.74,21.26,22.3,24.4,23.89,26.13,26.7,14.55,15.59,16.39,17.9
BRY,s19,gravid,400,100,2003,1,winter,wet,-154.9301096,19.44682578,0,0,293.57,701.84,78,240,58,131,19.54,19.82,21.36,22.39,24.45,23.95,26.22,26.78,14.63,15.69,16.49,18
BRY,s20,gravid,400,200,2003,1,winter,wet,-154.9301249,19.44772565,0,0,299.07,714.58,78,243,59,134,19.52,19.78,21.32,22.36,24.43,23.92,26.18,26.75,14.6,15.64,16.45,17.96
BRY,s22,gravid,400,400,2003,1,winter,wet,-154.9301372,19.44952551,0,0,292.15,627.04,78,243,59,134,19.52,19.78,21.32,22.36,24.43,23.92,26.18,26.75,14.6,15.64,16.45,17.96
BRY,s24,gravid,400,600,2003,1,winter,wet,-154.9301438,19.45132542,0,0,292.91,440.97,79,247,59,137,19.53,19.8,21.32,22.35,24.44,23.93,26.18,26.74,14.61,15.66,16.46,17.96
BRY,s26,gravid,400,800,2003,1,winter,wet,-154.9301651,19.45312529,0,0,288.45,241.29,79,250,60,140,19.55,19.81,21.33,22.36,24.45,23.93,26.18,26.74,14.64,15.68,16.48,17.98
BRY,s29,gravid,600,200,2003,1,winter,wet,-154.9282121,19.44775372,0,0,289.57,701.61,78,243,59,134,19.56,19.83,21.37,22.4,24.46,23.96,26.22,26.78,14.65,15.7,16.51,18.01
BRY,s30,gravid,600,300,2003,1,winter,wet,-154.9281699,19.44868017,0,0,286.94,725.11,78,243,59,134,19.56,19.83,21.37,22.4,24.46,23.96,26.22,26.78,14.65,15.7,16.51,18.01
BRY,s32,gravid,600,500,2003,1,winter,wet,-154.9282382,19.45043189,0,0,279.56,531,79,246,59,137,19.61,19.87,21.4,22.44,24.5,23.98,26.24,26.8,14.71,15.76,16.56,18.07
BRY,s33,gravid,600,600,2003,1,winter,wet,-154.9282589,19.4513514,0,0,279.72,429.04,79,246,59,137,19.61,19.87,21.4,22.44,24.5,23.98,26.24,26.8,14.71,15.76,16.56,18.07
BRY,s34,gravid,600,700,2003,1,winter,wet,-154.9282784,19.45222004,0,0,279.66,332.72,79,249,60,140,19.61,19.87,21.4,22.42,24.5,23.98,26.23,26.79,14.71,15.75,16.56,18.05
BRY,s38,gravid,800,200,2003,1,winter,wet,-154.9263179,19.44776895,0,0,275.91,569.69,78,242,59,135,19.65,19.91,21.45,22.49,24.53,24.01,26.29,26.85,14.76,15.81,16.61,18.12
BRY,s40,gravid,800,400,2003,1,winter,wet,-154.9263517,19.44956863,0,0,273.04,596.38,78,242,59,135,19.65,19.92,21.45,22.49,24.53,24.02,26.29,26.85,14.76,15.81,16.61,18.12
BRY,s41,gravid,800,500,2003,1,winter,wet,-154.9263725,19.45049689,0,0,273.45,514.84,78,245,59,137,19.64,19.9,21.44,22.47,24.52,24,26.27,26.83,14.75,15.8,16.6,18.1
BRY,s42,gravid,800,600,2003,1,winter,wet,-154.92635,19.45136813,0,0,274.21,418.02,78,245,59,137,19.64,19.9,21.44,22.47,24.52,24,26.27,26.83,14.75,15.8,16.6,18.1
BRY,s44,gravid,800,800,2003,1,winter,wet,-154.9263703,19.45316688,0,0,275.08,218.46,79,249,60,140,19.63,19.89,21.42,22.45,24.52,24,26.25,26.81,14.74,15.78,16.59,18.09
BRY,s1,gravid,0,100,2003,2,winter,wet,-154.933909,19.44681241,0,0,314.62,321.5,145,79,241,59,18.71,19.4,19.67,21.21,22.86,24.34,23.84,26.1,14.56,14.46,15.5,16.31
BRY,s2,gravid,0,200,2003,2,winter,wet,-154.9339391,19.44771195,0,0,311.92,312.67,146,79,244,59,18.73,19.42,19.69,21.22,22.87,24.35,23.85,26.1,14.58,14.48,15.52,16.33
BRY,s3,gravid,0,300,2003,2,winter,wet,-154.933968,19.44857326,1,1,309.54,321.22,146,79,244,59,18.73,19.42,19.69,21.22,22.87,24.35,23.85,26.1,14.58,14.48,15.52,16.33
BRY,s7,gravid,0,700,2003,2,winter,wet,-154.9340494,19.45223084,0,0,305.79,157.81,148,79,251,60,18.77,19.46,19.72,21.24,22.9,24.39,23.87,26.11,14.63,14.53,15.57,16.37
BRY,s9,gravid,0,900,2003,2,winter,wet,-154.9340034,19.4539657,0,0,296.9,169.66,148,79,251,60,18.77,19.46,19.72,21.24,22.9,24.39,23.87,26.11,14.63,14.53,15.57,16.37
BRY,s10,gravid,200,100,2003,2,winter,wet,-154.9320614,19.44679597,0,0,303.58,515.83,145,78,240,59,18.78,19.47,19.74,21.28,22.91,24.39,23.89,26.16,14.64,14.54,15.59,16.39
BRY,s11,gravid,200,200,2003,2,winter,wet,-154.9320334,19.44769557,0,0,302.1,513.52,146,79,244,59,18.8,19.49,19.76,21.29,22.92,24.41,23.9,26.16,14.67,14.57,15.61,16.42
BRY,s12,gravid,200,300,2003,2,winter,wet,-154.9320062,19.44856707,0,0,298.52,519.83,146,79,244,59,18.8,19.49,19.76,21.29,22.92,24.41,23.9,26.16,14.67,14.57,15.61,16.42
BRY,s14,gravid,200,500,2003,2,winter,wet,-154.9320946,19.45039987,0,0,301.2,399.15,147,79,247,59,18.78,19.48,19.74,21.26,22.91,24.4,23.89,26.13,14.65,14.55,15.59,16.39
BRY,s15,gravid,200,600,2003,2,winter,wet,-154.9320956,19.45129325,0,0,300.98,372.34,147,79,247,59,18.78,19.48,19.74,21.27,22.91,24.4,23.89,26.14,14.65,14.55,15.59,16.39
BRY,s20,gravid,400,200,2003,2,winter,wet,-154.9301249,19.44772565,0,0,299.07,714.58,146,78,243,59,18.82,19.52,19.78,21.32,22.94,24.43,23.92,26.18,14.7,14.6,15.64,16.45
BRY,s21,gravid,400,300,2003,2,winter,wet,-154.930141,19.44866823,0,0,294.63,670.46,146,78,243,59,18.82,19.52,19.78,21.32,22.94,24.43,23.92,26.18,14.7,14.6,15.64,16.45
BRY,s25,gravid,400,700,2003,2,winter,wet,-154.9301545,19.45222718,0,0,291.05,340.93,148,79,250,60,18.86,19.55,19.81,21.33,22.96,24.45,23.93,26.18,14.75,14.64,15.68,16.48
BRY,s26,gravid,400,800,2003,2,winter,wet,-154.9301651,19.45312529,0,0,288.45,241.29,148,79,250,60,18.86,19.55,19.81,21.33,22.96,24.45,23.93,26.18,14.75,14.64,15.68,16.48
BRY,s27,gravid,400,900,2003,2,winter,wet,-154.9301762,19.45406069,0,0,286.42,137.52,148,79,250,60,18.86,19.55,19.81,21.33,22.96,24.45,23.93,26.18,14.75,14.64,15.68,16.48
BRY,s28,gravid,600,100,2003,2,winter,wet,-154.9282531,19.44685457,0,0,281.32,642.94,145,78,239,58,18.94,19.63,19.9,21.45,23.03,24.51,24.01,26.29,14.85,14.74,15.79,16.6
BRY,s31,gravid,600,400,2003,2,winter,wet,-154.9282039,19.44955224,0,0,280.37,628.48,146,78,243,59,18.87,19.56,19.83,21.37,22.98,24.47,23.96,26.22,14.76,14.65,15.7,16.51
BRY,s34,gravid,600,700,2003,2,winter,wet,-154.9282784,19.45222004,0,0,279.66,332.72,149,79,249,60,18.92,19.61,19.87,21.4,23.01,24.5,23.98,26.23,14.82,14.71,15.75,16.56
BRY,s35,gravid,600,800,2003,2,winter,wet,-154.9282655,19.4531511,0,0,279.71,229.31,149,79,249,60,18.92,19.61,19.87,21.4,23.01,24.5,23.98,26.23,14.82,14.71,15.75,16.56
BRY,s36,gravid,600,900,2003,2,winter,wet,-154.9282527,19.45407213,0,0,278,127.02,149,79,249,60,18.92,19.61,19.87,21.4,23.01,24.5,23.98,26.23,14.82,14.71,15.75,16.56
BRY,s38,gravid,800,200,2003,2,winter,wet,-154.9263179,19.44776895,0,0,275.91,569.69,146,78,242,59,18.96,19.65,19.91,21.45,23.04,24.53,24.01,26.29,14.87,14.76,15.81,16.61
BRY,s39,gravid,800,300,2003,2,winter,wet,-154.9263322,19.4486997,0,0,275.39,639.85,146,78,242,59,18.96,19.65,19.92,21.45,23.04,24.53,24.02,26.29,14.87,14.76,15.81,16.61
BRY,s40,gravid,800,400,2003,2,winter,wet,-154.9263517,19.44956863,0,0,273.04,596.38,146,78,242,59,18.96,19.65,19.92,21.45,23.04,24.53,24.02,26.29,14.87,14.76,15.81,16.61
BRY,s41,gravid,800,500,2003,2,winter,wet,-154.9263725,19.45049689,0,0,273.45,514.84,148,78,245,59,18.95,19.64,19.9,21.44,23.03,24.52,24,26.27,14.86,14.75,15.8,16.6
BRY,s45,gravid,800,900,2003,2,winter,wet,-154.9264148,19.45408263,0,0,274.59,117.03,149,79,249,60,18.94,19.63,19.9,21.42,23.03,24.52,24,26.25,14.85,14.74,15.79,16.59
BRY,s2,gravid,0,200,2003,3,spring,wet,-154.9339391,19.44771195,0,0,311.92,312.67,58,146,79,244,20.01,18.73,19.42,19.69,24.73,22.87,24.35,23.85,15.29,14.58,14.48,15.52
BRY,s4,gravid,0,400,2003,3,spring,wet,-154.9339791,19.44951145,0,0,309.46,303.99,58,146,79,244,20.01,18.73,19.42,19.69,24.73,22.87,24.36,23.85,15.29,14.58,14.48,15.52
BRY,s5,gravid,0,500,2003,3,spring,wet,-154.9339901,19.45043386,0,0,309.16,225.5,58,147,79,247,20.02,18.74,19.43,19.69,24.74,22.88,24.36,23.85,15.3,14.59,14.49,15.53
BRY,s6,gravid,0,600,2003,3,spring,wet,-154.934019,19.45131096,0,0,308.17,173.68,58,147,79,247,20.02,18.74,19.43,19.69,24.74,22.88,24.36,23.85,15.3,14.59,14.49,15.53
BRY,s9,gravid,0,900,2003,3,spring,wet,-154.9340034,19.4539657,0,0,296.9,169.66,58,148,79,251,20.05,18.77,19.46,19.72,24.76,22.9,24.39,23.87,15.34,14.63,14.53,15.57
BRY,s11,gravid,200,200,2003,3,spring,wet,-154.9320334,19.44769557,0,0,302.1,513.52,58,146,79,244,20.09,18.8,19.49,19.76,24.79,22.92,24.41,23.9,15.38,14.67,14.57,15.61
